age,job,marital,education,default,balance,housing,loan,contact,day,month,campaign,pdays,previous,poutcome,y,weekday,is_weekend
43,blue-collar,married,secondary,no,2706,yes,yes,cellular,14,5,0,-1,0,unknown,0,2,False
47,blue-collar,married,primary,no,1294,yes,no,cellular,14,5,1,-1,0,unknown,0,2,False
40,self-employed,married,primary,no,771,yes,no,cellular,14,5,0,-1,0,unknown,0,2,False
55,unemployed,divorced,secondary,no,283,yes,yes,cellular,14,5,1,-1,0,unknown,0,2,False
51,management,divorced,tertiary,no,482,yes,no,cellular,14,5,0,-1,0,unknown,0,2,False
54,management,married,tertiary,no,11,no,no,cellular,14,5,1,-1,0,unknown,0,2,False
41,blue-collar,married,secondary,no,2823,yes,no,cellular,14,5,0,-1,0,unknown,1,2,False
41,blue-collar,married,secondary,no,338,yes,no,cellular,14,5,0,-1,0,unknown,0,2,False
46,admin.,married,secondary,no,3028,yes,yes,cellular,14,5,0,-1,0,unknown,0,2,False
45,entrepreneur,married,primary,no,2418,yes,no,cellular,14,5,0,-1,0,unknown,0,2,False
48,blue-collar,married,secondary,no,1405,yes,no,telephone,14,5,1,-1,0,unknown,1,2,False
47,blue-collar,married,secondary,no,2775,no,no,cellular,14,5,0,-1,0,unknown,0,2,False
49,blue-collar,married,secondary,no,611,yes,yes,cellular,14,5,0,-1,0,unknown,0,2,False
41,blue-collar,married,primary,no,1654,yes,no,cellular,14,5,0,-1,0,unknown,0,2,False
54,blue-collar,married,primary,no,1691,yes,no,cellular,14,5,0,-1,0,unknown,0,2,False
48,technician,married,secondary,no,427,no,no,cellular,14,5,0,-1,0,unknown,0,2,False
30,blue-collar,married,secondary,no,938,yes,no,telephone,14,5,0,-1,0,unknown,0,2,False
45,blue-collar,married,primary,no,626,yes,no,cellular,14,5,0,-1,0,unknown,0,2,False
40,blue-collar,married,tertiary,no,874,no,no,cellular,14,5,0,-1,0,unknown,0,2,False
42,blue-collar,single,secondary,no,24,no,no,cellular,14,5,0,-1,0,unknown,0,2,False
40,admin.,married,secondary,no,1535,yes,no,cellular,14,5,0,-1,0,unknown,1,2,False
47,blue-collar,married,primary,no,2,yes,yes,cellular,14,5,0,-1,0,unknown,0,2,False
47,admin.,married,secondary,no,829,yes,yes,cellular,14,5,0,-1,0,unknown,0,2,False
33,blue-collar,single,secondary,no,164,yes,no,telephone,14,5,0,-1,0,unknown,0,2,False
54,blue-collar,married,secondary,no,1765,yes,no,telephone,14,5,0,-1,0,unknown,0,2,False
46,blue-collar,married,secondary,no,1733,yes,no,cellular,14,5,0,-1,0,unknown,0,2,False
53,retired,married,primary,no,383,yes,no,cellular,14,5,0,-1,0,unknown,0,2,False
25,technician,single,tertiary,no,777,yes,no,cellular,14,5,0,-1,0,unknown,0,2,False
50,management,married,secondary,no,0,yes,no,telephone,14,5,3,-1,0,unknown,0,2,False
40,blue-collar,married,secondary,no,1522,yes,yes,cellular,14,5,1,-1,0,unknown,0,2,False
41,blue-collar,married,secondary,no,923,yes,no,cellular,14,5,1,-1,0,unknown,0,2,False
41,admin.,married,secondary,no,1309,yes,no,cellular,14,5,0,-1,0,unknown,0,2,False
42,management,married,tertiary,no,1340,yes,no,cellular,14,5,0,-1,0,unknown,0,2,False
47,management,married,tertiary,no,3158,yes,no,cellular,14,5,0,-1,0,unknown,0,2,False
48,blue-collar,married,secondary,no,1596,yes,no,cellular,14,5,0,-1,0,unknown,1,2,False
43,blue-collar,married,primary,no,887,yes,no,cellular,14,5,0,-1,0,unknown,0,2,False
40,admin.,married,secondary,no,1010,yes,no,cellular,14,5,0,-1,0,unknown,0,2,False
45,blue-collar,married,primary,no,246,yes,no,cellular,14,5,0,-1,0,unknown,0,2,False
54,retired,married,secondary,no,918,yes,no,telephone,14,5,0,-1,0,unknown,0,2,False
46,blue-collar,married,primary,no,1429,yes,no,telephone,14,5,0,-1,0,unknown,0,2,False
57,retired,divorced,primary,no,2439,yes,no,cellular,14,5,0,-1,0,unknown,0,2,False
49,entrepreneur,married,secondary,no,348,yes,no,cellular,14,5,1,-1,0,unknown,0,2,False
49,admin.,married,secondary,no,387,yes,no,cellular,14,5,0,-1,0,unknown,0,2,False
41,blue-collar,single,primary,no,22,yes,no,cellular,14,5,0,-1,0,unknown,0,2,False
42,management,single,secondary,no,2535,yes,no,cellular,14,5,0,-1,0,unknown,0,2,False
49,technician,married,primary,no,1878,yes,no,cellular,14,5,0,-1,0,unknown,0,2,False
42,blue-collar,married,secondary,no,3,yes,no,cellular,14,5,0,-1,0,unknown,0,2,False
34,unemployed,single,secondary,no,9,yes,no,cellular,14,5,1,-1,0,unknown,0,2,False
47,blue-collar,married,primary,no,502,yes,no,cellular,14,5,1,-1,0,unknown,0,2,False
45,technician,married,secondary,no,3395,yes,no,cellular,14,5,0,-1,0,unknown,0,2,False
33,admin.,single,secondary,no,673,yes,no,telephone,14,5,1,-1,0,unknown,0,2,False
53,blue-collar,married,primary,no,600,yes,no,cellular,14,5,0,-1,0,unknown,0,2,False
43,unemployed,single,primary,no,698,yes,no,cellular,14,5,0,-1,0,unknown,0,2,False
40,blue-collar,divorced,secondary,no,2540,yes,no,cellular,14,5,0,-1,0,unknown,0,2,False
34,blue-collar,married,primary,no,357,yes,no,cellular,14,5,1,-1,0,unknown,0,2,False
40,technician,married,secondary,no,782,yes,no,cellular,14,5,1,-1,0,unknown,0,2,False
41,blue-collar,married,primary,no,2097,yes,no,cellular,14,5,0,-1,0,unknown,0,2,False
44,blue-collar,single,secondary,no,-101,yes,no,cellular,14,5,0,-1,0,unknown,0,2,False
57,admin.,divorced,primary,no,628,yes,yes,cellular,14,5,0,-1,0,unknown,0,2,False
42,technician,married,secondary,no,0,yes,no,cellular,14,5,0,-1,0,unknown,0,2,False
43,blue-collar,divorced,secondary,no,16,yes,no,cellular,14,5,1,-1,0,unknown,0,2,False
45,blue-collar,married,primary,no,1691,yes,no,telephone,14,5,0,-1,0,unknown,0,2,False
60,retired,married,primary,no,1542,yes,no,cellular,14,5,0,-1,0,unknown,1,2,False
41,blue-collar,married,tertiary,no,1057,yes,no,cellular,14,5,1,-1,0,unknown,0,2,False
42,admin.,married,secondary,yes,-1300,no,no,cellular,14,5,0,-1,0,unknown,0,2,False
41,services,married,primary,no,299,yes,no,cellular,14,5,0,-1,0,unknown,0,2,False
33,technician,single,secondary,no,189,yes,no,cellular,14,5,0,-1,0,unknown,0,2,False
56,blue-collar,married,secondary,no,1412,yes,no,cellular,14,5,0,-1,0,unknown,0,2,False
49,blue-collar,married,primary,no,0,yes,no,cellular,14,5,1,-1,0,unknown,0,2,False
41,blue-collar,married,secondary,no,235,yes,no,cellular,14,5,0,-1,0,unknown,0,2,False
41,technician,married,secondary,no,1043,yes,yes,cellular,14,5,0,-1,0,unknown,0,2,False
41,services,married,secondary,no,890,yes,no,cellular,14,5,0,-1,0,unknown,0,2,False
30,technician,single,secondary,no,768,no,yes,cellular,14,5,1,-1,0,unknown,0,2,False
52,entrepreneur,married,tertiary,no,618,yes,yes,cellular,14,5,1,-1,0,unknown,0,2,False
40,blue-collar,married,secondary,no,1313,no,no,cellular,14,5,0,-1,0,unknown,0,2,False
28,management,single,tertiary,no,334,yes,no,cellular,14,5,3,-1,0,unknown,0,2,False
44,self-employed,divorced,secondary,no,80,yes,yes,cellular,14,5,1,-1,0,unknown,0,2,False
44,technician,single,secondary,no,-27,yes,yes,cellular,14,5,2,-1,0,unknown,0,2,False
32,blue-collar,single,secondary,no,2285,yes,no,cellular,14,5,1,-1,0,unknown,0,2,False
53,management,married,tertiary,no,193,no,no,cellular,14,5,1,-1,0,unknown,0,2,False
41,services,divorced,secondary,yes,-198,no,yes,cellular,14,5,0,-1,0,unknown,0,2,False
57,retired,married,tertiary,no,1180,yes,yes,telephone,14,5,1,-1,0,unknown,0,2,False
42,blue-collar,married,primary,no,505,yes,no,cellular,14,5,1,-1,0,unknown,0,2,False
46,blue-collar,married,secondary,no,243,yes,yes,cellular,14,5,1,-1,0,unknown,0,2,False
55,self-employed,single,secondary,no,2607,yes,no,cellular,14,5,0,-1,0,unknown,0,2,False
52,blue-collar,single,primary,no,2024,yes,no,cellular,14,5,0,-1,0,unknown,0,2,False
50,management,married,secondary,no,0,yes,no,cellular,14,5,0,-1,0,unknown,0,2,False
57,retired,married,secondary,no,-222,no,no,telephone,14,5,1,-1,0,unknown,0,2,False
28,blue-collar,married,secondary,no,1238,yes,no,cellular,14,5,0,-1,0,unknown,0,2,False
40,admin.,divorced,secondary,no,1000,yes,no,cellular,14,5,0,-1,0,unknown,0,2,False
56,blue-collar,married,secondary,no,881,yes,no,cellular,14,5,1,-1,0,unknown,0,2,False
48,services,divorced,secondary,no,403,yes,no,cellular,14,5,0,-1,0,unknown,0,2,False
36,management,single,tertiary,no,-38,yes,no,cellular,14,5,0,-1,0,unknown,0,2,False
41,entrepreneur,married,tertiary,no,221,yes,no,cellular,14,5,1,-1,0,unknown,0,2,False
43,blue-collar,married,secondary,no,1109,yes,no,cellular,14,5,1,-1,0,unknown,0,2,False
40,entrepreneur,married,secondary,no,1416,yes,no,cellular,14,5,1,-1,0,unknown,0,2,False
40,entrepreneur,married,secondary,no,264,yes,no,cellular,14,5,1,-1,0,unknown,0,2,False
44,blue-collar,married,secondary,no,1944,yes,no,cellular,14,5,4,-1,0,unknown,0,2,False
53,entrepreneur,married,primary,no,694,yes,no,cellular,14,5,0,-1,0,unknown,0,2,False
31,management,married,tertiary,no,303,yes,no,cellular,14,5,0,-1,0,unknown,0,2,False
50,blue-collar,married,secondary,no,2087,yes,no,telephone,14,5,0,-1,0,unknown,0,2,False
53,management,married,tertiary,no,369,yes,yes,cellular,14,5,1,-1,0,unknown,0,2,False
56,blue-collar,divorced,secondary,no,166,yes,no,cellular,14,5,1,-1,0,unknown,0,2,False
45,technician,married,primary,no,718,yes,no,cellular,14,5,0,-1,0,unknown,0,2,False
33,admin.,single,secondary,no,1613,yes,no,cellular,14,5,0,-1,0,unknown,0,2,False
57,technician,married,tertiary,no,-1,no,no,telephone,14,5,1,-1,0,unknown,1,2,False
34,blue-collar,married,secondary,no,577,no,no,cellular,14,5,0,-1,0,unknown,0,2,False
49,entrepreneur,married,primary,no,-63,yes,no,cellular,14,5,1,-1,0,unknown,0,2,False
49,services,married,secondary,no,892,no,no,cellular,14,5,1,-1,0,unknown,0,2,False
37,admin.,divorced,secondary,no,-113,yes,no,telephone,14,5,1,-1,0,unknown,0,2,False
57,technician,married,secondary,no,3240,yes,no,cellular,14,5,1,-1,0,unknown,0,2,False
45,unemployed,married,primary,no,1292,yes,no,cellular,14,5,1,-1,0,unknown,0,2,False
54,management,divorced,secondary,no,155,yes,no,cellular,14,5,0,-1,0,unknown,0,2,False
46,blue-collar,married,primary,no,501,yes,no,cellular,14,5,1,-1,0,unknown,0,2,False
51,admin.,married,primary,no,658,yes,no,cellular,14,5,0,-1,0,unknown,0,2,False
42,blue-collar,married,primary,no,329,yes,no,cellular,14,5,3,-1,0,unknown,0,2,False
60,management,married,primary,no,703,yes,no,cellular,14,5,0,-1,0,unknown,0,2,False
41,services,married,primary,no,455,yes,no,cellular,14,5,0,-1,0,unknown,0,2,False
55,blue-collar,married,secondary,no,831,yes,no,cellular,14,5,0,-1,0,unknown,0,2,False
46,services,married,secondary,no,1757,yes,no,cellular,14,5,3,-1,0,unknown,0,2,False
54,blue-collar,married,secondary,no,1480,yes,no,cellular,14,5,0,-1,0,unknown,0,2,False
35,management,single,tertiary,no,592,no,yes,cellular,14,5,0,-1,0,unknown,0,2,False
30,blue-collar,married,secondary,no,128,yes,no,cellular,14,5,0,-1,0,unknown,0,2,False
32,management,single,secondary,no,160,yes,no,cellular,14,5,0,-1,0,unknown,0,2,False
35,blue-collar,married,primary,no,441,yes,no,telephone,14,5,0,-1,0,unknown,0,2,False
36,services,married,secondary,no,338,no,no,cellular,14,5,0,-1,0,unknown,0,2,False
48,technician,married,secondary,no,638,yes,no,cellular,14,5,0,-1,0,unknown,0,2,False
42,services,married,secondary,no,737,yes,no,cellular,14,5,1,-1,0,unknown,0,2,False
32,admin.,single,secondary,no,91,yes,no,cellular,14,5,1,-1,0,unknown,0,2,False
51,unemployed,married,secondary,no,760,yes,no,cellular,14,5,0,-1,0,unknown,0,2,False
34,blue-collar,married,secondary,no,683,yes,no,cellular,14,5,1,-1,0,unknown,0,2,False
43,blue-collar,married,secondary,no,1311,yes,no,cellular,14,5,0,-1,0,unknown,0,2,False
50,blue-collar,married,secondary,no,606,yes,no,cellular,14,5,1,-1,0,unknown,0,2,False
25,services,single,secondary,no,192,yes,no,cellular,14,5,0,-1,0,unknown,0,2,False
60,blue-collar,married,secondary,no,751,yes,no,cellular,14,5,2,-1,0,unknown,0,2,False
44,admin.,married,secondary,no,447,yes,yes,cellular,14,5,4,-1,0,unknown,0,2,False
26,student,single,secondary,no,3096,yes,no,cellular,14,5,0,-1,0,unknown,0,2,False
36,admin.,married,secondary,no,998,yes,no,cellular,14,5,1,-1,0,unknown,0,2,False
29,entrepreneur,single,tertiary,no,303,yes,no,cellular,14,5,3,-1,0,unknown,0,2,False
29,management,single,tertiary,no,1952,yes,no,cellular,14,5,0,-1,0,unknown,0,2,False
42,blue-collar,married,secondary,no,171,yes,no,cellular,14,5,0,-1,0,unknown,0,2,False
32,blue-collar,single,secondary,no,116,no,no,cellular,14,5,0,-1,0,unknown,0,2,False
37,admin.,married,secondary,no,766,yes,no,cellular,14,5,0,-1,0,unknown,0,2,False
50,admin.,divorced,secondary,yes,-500,yes,no,cellular,14,5,2,-1,0,unknown,0,2,False
44,blue-collar,married,secondary,no,2017,yes,no,cellular,14,5,2,-1,0,unknown,0,2,False
41,services,married,primary,no,450,yes,no,cellular,14,5,1,-1,0,unknown,0,2,False
45,admin.,married,secondary,no,-31,yes,no,cellular,14,5,1,-1,0,unknown,0,2,False
57,technician,married,secondary,no,629,yes,no,cellular,14,5,1,-1,0,unknown,0,2,False
34,self-employed,single,tertiary,no,2800,yes,no,cellular,14,5,0,-1,0,unknown,0,2,False
47,services,married,secondary,no,1549,yes,no,cellular,14,5,5,-1,0,unknown,0,2,False
58,blue-collar,married,primary,no,1406,yes,no,cellular,14,5,2,-1,0,unknown,0,2,False
30,management,married,tertiary,no,-328,yes,no,cellular,14,5,4,-1,0,unknown,0,2,False
47,services,divorced,secondary,no,430,yes,yes,telephone,14,5,0,-1,0,unknown,0,2,False
51,blue-collar,married,primary,no,111,yes,no,cellular,14,5,0,-1,0,unknown,0,2,False
49,housemaid,single,primary,no,1158,yes,no,cellular,14,5,2,-1,0,unknown,0,2,False
43,services,married,secondary,no,823,yes,no,cellular,14,5,2,-1,0,unknown,0,2,False
41,blue-collar,married,primary,no,410,yes,no,cellular,14,5,3,-1,0,unknown,0,2,False
29,admin.,single,secondary,no,1028,yes,no,cellular,14,5,0,-1,0,unknown,0,2,False
42,blue-collar,married,primary,no,1288,yes,no,cellular,14,5,0,-1,0,unknown,0,2,False
34,blue-collar,single,secondary,yes,-115,yes,no,cellular,14,5,0,-1,0,unknown,0,2,False
44,management,married,tertiary,no,474,yes,yes,cellular,14,5,3,-1,0,unknown,0,2,False
44,services,divorced,secondary,no,2416,yes,no,cellular,14,5,2,-1,0,unknown,0,2,False
26,blue-collar,single,secondary,no,277,no,no,cellular,14,5,1,-1,0,unknown,0,2,False
28,technician,single,secondary,no,280,yes,no,telephone,14,5,2,-1,0,unknown,0,2,False
42,technician,married,tertiary,no,2106,yes,yes,cellular,14,5,1,-1,0,unknown,0,2,False
40,housemaid,divorced,primary,no,2610,yes,no,cellular,14,5,2,-1,0,unknown,0,2,False
49,retired,married,secondary,no,329,yes,no,cellular,14,5,1,-1,0,unknown,0,2,False
42,admin.,divorced,secondary,no,1811,yes,no,cellular,14,5,0,-1,0,unknown,0,2,False
29,admin.,married,secondary,no,387,yes,yes,cellular,14,5,0,-1,0,unknown,0,2,False
42,management,married,secondary,no,1333,yes,no,cellular,14,5,1,-1,0,unknown,0,2,False
45,services,divorced,secondary,no,864,yes,no,cellular,14,5,1,-1,0,unknown,0,2,False
29,admin.,single,secondary,no,900,yes,no,cellular,14,5,0,-1,0,unknown,0,2,False
41,technician,married,tertiary,no,744,yes,no,cellular,14,5,0,-1,0,unknown,0,2,False
41,blue-collar,married,primary,no,348,yes,no,cellular,14,5,1,-1,0,unknown,0,2,False
60,retired,married,secondary,no,2077,yes,no,cellular,14,5,0,-1,0,unknown,0,2,False
44,management,married,tertiary,no,1945,no,no,cellular,14,5,0,-1,0,unknown,0,2,False
49,self-employed,single,tertiary,no,21,yes,no,cellular,14,5,0,-1,0,unknown,0,2,False
48,technician,married,secondary,no,1764,yes,no,cellular,14,5,1,-1,0,unknown,0,2,False
44,admin.,married,primary,no,248,yes,no,cellular,14,5,0,-1,0,unknown,0,2,False
31,services,married,secondary,no,37,yes,no,cellular,14,5,0,-1,0,unknown,0,2,False
29,blue-collar,married,primary,no,236,yes,no,telephone,14,5,0,-1,0,unknown,0,2,False
28,student,single,secondary,no,246,yes,no,cellular,14,5,3,-1,0,unknown,0,2,False
43,services,divorced,secondary,no,206,yes,no,cellular,14,5,0,-1,0,unknown,0,2,False
32,services,married,secondary,no,162,yes,no,cellular,14,5,1,-1,0,unknown,0,2,False
44,technician,divorced,secondary,no,976,yes,no,cellular,14,5,1,-1,0,unknown,0,2,False
42,technician,married,secondary,no,645,yes,yes,cellular,14,5,4,-1,0,unknown,0,2,False
45,blue-collar,married,primary,no,1794,yes,no,cellular,14,5,1,-1,0,unknown,0,2,False
31,admin.,single,secondary,no,358,yes,no,cellular,14,5,0,-1,0,unknown,0,2,False
45,blue-collar,married,primary,no,532,yes,no,cellular,14,5,1,-1,0,unknown,0,2,False
27,blue-collar,single,secondary,no,1150,yes,no,cellular,14,5,0,-1,0,unknown,0,2,False
55,blue-collar,married,primary,no,680,yes,no,cellular,14,5,0,-1,0,unknown,0,2,False
45,entrepreneur,married,secondary,no,245,yes,no,cellular,14,5,2,-1,0,unknown,0,2,False
50,unemployed,married,secondary,no,-13,yes,no,cellular,14,5,0,-1,0,unknown,0,2,False
45,admin.,married,secondary,no,137,yes,no,cellular,14,5,0,-1,0,unknown,0,2,False
51,housemaid,married,primary,no,289,no,no,cellular,14,5,4,-1,0,unknown,0,2,False
30,blue-collar,single,secondary,no,609,yes,no,cellular,14,5,0,-1,0,unknown,0,2,False
41,blue-collar,married,primary,no,574,yes,no,cellular,14,5,1,-1,0,unknown,0,2,False
30,blue-collar,married,primary,no,1480,yes,no,telephone,14,5,1,-1,0,unknown,0,2,False
29,blue-collar,married,secondary,no,424,yes,yes,cellular,14,5,1,-1,0,unknown,0,2,False
31,admin.,married,secondary,no,413,yes,no,cellular,14,5,1,-1,0,unknown,0,2,False
40,technician,single,secondary,no,277,yes,no,cellular,14,5,1,-1,0,unknown,0,2,False
41,blue-collar,married,secondary,no,2157,yes,no,cellular,14,5,1,-1,0,unknown,0,2,False
43,admin.,divorced,secondary,no,738,yes,no,cellular,14,5,3,-1,0,unknown,0,2,False
43,blue-collar,married,primary,no,-101,yes,no,telephone,14,5,3,-1,0,unknown,0,2,False
50,entrepreneur,married,tertiary,no,-52,yes,no,cellular,14,5,3,-1,0,unknown,0,2,False
40,unemployed,divorced,secondary,no,262,yes,no,cellular,14,5,4,-1,0,unknown,0,2,False
23,blue-collar,single,secondary,no,-95,yes,no,cellular,14,5,2,-1,0,unknown,0,2,False
29,blue-collar,married,secondary,no,294,yes,no,cellular,14,5,1,-1,0,unknown,0,2,False
46,technician,married,secondary,no,1465,yes,no,cellular,14,5,1,-1,0,unknown,0,2,False
31,admin.,married,secondary,no,0,yes,no,cellular,14,5,1,-1,0,unknown,0,2,False
44,blue-collar,married,primary,no,-295,yes,no,telephone,14,5,3,-1,0,unknown,0,2,False
36,blue-collar,married,secondary,no,0,no,no,cellular,14,5,5,-1,0,unknown,0,2,False
54,blue-collar,married,secondary,no,219,yes,no,cellular,14,5,4,-1,0,unknown,0,2,False
38,technician,married,secondary,no,1442,yes,yes,cellular,14,5,2,-1,0,unknown,0,2,False
38,blue-collar,married,secondary,no,360,yes,no,cellular,14,5,1,-1,0,unknown,0,2,False
40,blue-collar,married,secondary,no,339,yes,no,cellular,14,5,1,-1,0,unknown,0,2,False
46,technician,married,secondary,no,1427,yes,no,cellular,14,5,2,-1,0,unknown,0,2,False
41,admin.,single,secondary,no,30,yes,no,cellular,14,5,2,-1,0,unknown,0,2,False
33,management,married,tertiary,no,483,yes,no,cellular,14,5,1,-1,0,unknown,0,2,False
36,admin.,married,secondary,no,402,yes,no,cellular,14,5,1,-1,0,unknown,0,2,False
49,blue-collar,married,primary,no,0,no,no,cellular,14,5,1,-1,0,unknown,0,2,False
49,blue-collar,married,secondary,no,2631,yes,no,cellular,14,5,1,-1,0,unknown,0,2,False
44,blue-collar,married,primary,no,112,yes,no,cellular,14,5,1,-1,0,unknown,0,2,False
38,admin.,married,secondary,no,664,yes,no,cellular,14,5,1,-1,0,unknown,0,2,False
44,technician,married,secondary,no,2626,yes,no,cellular,14,5,2,-1,0,unknown,0,2,False
43,technician,single,secondary,no,28,yes,no,cellular,14,5,3,-1,0,unknown,0,2,False
42,blue-collar,married,primary,no,321,yes,no,cellular,14,5,2,-1,0,unknown,0,2,False
41,admin.,married,secondary,no,1794,yes,no,cellular,14,5,1,-1,0,unknown,0,2,False
52,services,married,secondary,no,989,yes,no,cellular,14,5,1,-1,0,unknown,0,2,False
29,blue-collar,married,secondary,no,416,yes,no,cellular,14,5,1,-1,0,unknown,0,2,False
42,blue-collar,married,primary,no,1260,yes,no,cellular,14,5,2,-1,0,unknown,0,2,False
34,management,married,tertiary,no,82,no,no,cellular,14,5,5,-1,0,unknown,0,2,False
35,technician,married,secondary,no,94,yes,yes,cellular,14,5,4,-1,0,unknown,0,2,False
57,retired,married,primary,no,3401,yes,no,cellular,14,5,1,-1,0,unknown,0,2,False
46,self-employed,married,secondary,no,0,yes,yes,cellular,14,5,4,-1,0,unknown,0,2,False
58,admin.,married,secondary,no,-1196,yes,yes,telephone,14,5,3,-1,0,unknown,0,2,False
47,technician,married,secondary,no,351,yes,no,telephone,14,5,2,-1,0,unknown,0,2,False
46,blue-collar,single,secondary,no,2612,yes,no,cellular,14,5,1,-1,0,unknown,0,2,False
47,blue-collar,divorced,primary,no,556,yes,no,cellular,14,5,3,-1,0,unknown,0,2,False
49,blue-collar,divorced,primary,no,380,yes,no,cellular,14,5,1,-1,0,unknown,0,2,False
49,blue-collar,married,primary,no,953,yes,no,cellular,14,5,1,-1,0,unknown,0,2,False
26,blue-collar,single,secondary,no,786,yes,yes,cellular,14,5,4,-1,0,unknown,0,2,False
52,management,married,tertiary,no,601,yes,no,cellular,14,5,1,-1,0,unknown,0,2,False
47,management,married,secondary,no,651,yes,no,cellular,14,5,2,-1,0,unknown,0,2,False
43,technician,single,secondary,no,0,yes,no,cellular,14,5,2,-1,0,unknown,0,2,False
20,student,single,tertiary,no,79,yes,no,cellular,14,5,2,-1,0,unknown,0,2,False
43,services,married,secondary,no,0,yes,no,cellular,14,5,2,-1,0,unknown,0,2,False
40,self-employed,married,primary,no,422,yes,no,cellular,14,5,2,-1,0,unknown,0,2,False
52,technician,married,secondary,no,598,no,no,cellular,14,5,1,-1,0,unknown,0,2,False
43,technician,divorced,tertiary,no,123,no,no,cellular,14,5,1,-1,0,unknown,0,2,False
55,management,married,tertiary,no,0,yes,no,cellular,14,5,1,-1,0,unknown,0,2,False
41,entrepreneur,married,secondary,no,718,yes,no,cellular,14,5,1,-1,0,unknown,0,2,False
36,blue-collar,married,secondary,no,-406,yes,yes,cellular,14,5,2,-1,0,unknown,0,2,False
30,admin.,single,secondary,yes,-35,yes,no,cellular,14,5,3,-1,0,unknown,0,2,False
41,management,married,tertiary,no,1132,no,no,cellular,15,5,3,-1,0,unknown,0,3,False
56,services,married,secondary,no,1121,yes,no,cellular,15,5,1,-1,0,unknown,0,3,False
44,blue-collar,married,primary,no,3407,yes,no,cellular,15,5,1,-1,0,unknown,0,3,False
45,blue-collar,married,secondary,no,827,yes,no,cellular,15,5,4,-1,0,unknown,0,3,False
43,retired,married,primary,no,471,no,yes,telephone,15,5,1,-1,0,unknown,0,3,False
50,technician,married,tertiary,no,2938,yes,no,cellular,15,5,4,-1,0,unknown,0,3,False
26,blue-collar,married,primary,no,-219,yes,yes,cellular,15,5,4,-1,0,unknown,0,3,False
34,services,single,secondary,no,719,yes,no,cellular,15,5,2,-1,0,unknown,0,3,False
32,management,single,tertiary,no,0,yes,no,telephone,15,5,3,-1,0,unknown,0,3,False
46,services,married,secondary,no,74,yes,no,cellular,15,5,3,-1,0,unknown,0,3,False
58,management,married,tertiary,no,44,yes,no,cellular,15,5,1,-1,0,unknown,0,3,False
54,entrepreneur,married,secondary,no,52,yes,no,cellular,15,5,2,-1,0,unknown,0,3,False
40,services,married,secondary,no,581,yes,no,cellular,15,5,2,-1,0,unknown,0,3,False
42,management,married,primary,no,860,yes,no,cellular,15,5,2,-1,0,unknown,0,3,False
42,unemployed,married,primary,no,259,yes,no,cellular,15,5,5,-1,0,unknown,0,3,False
50,blue-collar,married,secondary,no,95,yes,no,cellular,15,5,4,-1,0,unknown,0,3,False
50,management,married,tertiary,no,-516,yes,no,cellular,15,5,1,-1,0,unknown,0,3,False
41,blue-collar,married,secondary,no,1384,yes,no,telephone,15,5,3,-1,0,unknown,1,3,False
42,admin.,married,secondary,no,2918,yes,no,telephone,15,5,1,-1,0,unknown,0,3,False
46,admin.,married,secondary,no,556,yes,yes,cellular,15,5,2,-1,0,unknown,1,3,False
48,admin.,married,secondary,no,2235,yes,yes,cellular,15,5,1,-1,0,unknown,0,3,False
50,management,married,tertiary,yes,-143,yes,no,cellular,15,5,2,-1,0,unknown,0,3,False
52,technician,divorced,primary,no,1500,no,no,cellular,15,5,2,-1,0,unknown,0,3,False
57,management,married,tertiary,no,2440,yes,no,cellular,15,5,1,-1,0,unknown,0,3,False
49,admin.,single,secondary,no,2040,yes,no,telephone,15,5,0,-1,0,unknown,0,3,False
30,management,married,secondary,no,678,yes,no,cellular,15,5,3,-1,0,unknown,0,3,False
41,housemaid,married,primary,no,3291,yes,no,cellular,15,5,3,-1,0,unknown,0,3,False
47,services,married,secondary,no,543,yes,no,cellular,15,5,0,-1,0,unknown,0,3,False
27,services,married,secondary,no,0,yes,no,cellular,15,5,5,-1,0,unknown,0,3,False
46,services,married,secondary,no,3269,yes,no,cellular,15,5,0,-1,0,unknown,0,3,False
53,entrepreneur,married,tertiary,no,420,yes,no,cellular,15,5,0,-1,0,unknown,0,3,False
51,retired,married,secondary,no,0,no,no,cellular,15,5,0,-1,0,unknown,0,3,False
47,technician,married,secondary,no,201,yes,no,cellular,15,5,0,-1,0,unknown,0,3,False
60,retired,married,secondary,no,2537,yes,yes,cellular,15,5,0,-1,0,unknown,0,3,False
47,management,divorced,tertiary,no,107,no,no,cellular,15,5,0,-1,0,unknown,0,3,False
52,blue-collar,divorced,primary,no,-191,yes,no,cellular,15,5,0,-1,0,unknown,1,3,False
53,retired,married,tertiary,no,183,yes,no,cellular,15,5,0,-1,0,unknown,0,3,False
54,technician,married,tertiary,no,2883,yes,yes,cellular,15,5,2,-1,0,unknown,0,3,False
46,admin.,divorced,secondary,no,2515,yes,yes,cellular,15,5,0,-1,0,unknown,0,3,False
48,admin.,divorced,secondary,no,1108,yes,no,cellular,15,5,0,-1,0,unknown,0,3,False
43,retired,married,secondary,no,56,yes,yes,cellular,15,5,0,-1,0,unknown,0,3,False
42,unemployed,married,tertiary,no,1270,yes,no,telephone,15,5,0,-1,0,unknown,0,3,False
56,retired,married,secondary,no,1894,yes,no,cellular,15,5,0,-1,0,unknown,0,3,False
